,Date,Open,High,Low,Close(t),Volume,SD20,Upper_Band,Lower_Band,MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,Day,DayofWeek,DayofYear,Week,Is_leap_year,Year,Month,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,SnP(t-1)),SnP(t-5),DJIA_Close,DJIA(t-1)),DJIA(t-5),Close_forcast
21,2005-11-15,7.6,7.79,7.59,7.69,134210300,0.326528792959504,7.883057585919009,6.576942414080993,7.569999999999993,7.527000000000004,7.230000000000001,6.740800000000002,5.451100000000001,7.584255594484459,7.584255594484459,7.584255594484459,7.584255594484459,7.584255594484459,0.2848436924899884,0.2657592897079393,0.2210039392702347,25.803921365677088,1333.3333333333337,8.309859154929589,67.74863585548052,-9.090909090909062,90.90909090909092,0.0074435437666977,13421030.00000007,166420772.00000003,2005-11-15,15,1,319,46,0,2005,11,35.72,35.88,35.88,35.38,35.46500000000002,34.7705,34.4272,1229.01,1233.76,1218.59,10686.44,10697.17,10539.72,8.02
22,2005-11-16,7.8,8.03,7.79,8.02,196128800,0.3532197765221082,7.998439553044218,6.585560446955785,7.689999999999992,7.589000000000003,7.292000000000002,6.7810000000000015,5.466600000000001,7.729503729656306,7.729503729656306,7.729503729656306,7.729503729656306,7.729503729656306,0.3112114730444517,0.2748497263752418,0.2295036578937893,26.86939027196615,1333.3333333333337,8.378378378378368,73.26577324461711,-0.7462686567164025,99.2537313432836,0.0167491156015709,64722503.99999984,243199711.99999988,2005-11-16,16,2,320,46,0,2005,11,35.94,35.72,35.88,35.4,35.59000000000002,34.86299999999999,34.4512,1231.21,1229.01,1220.65,10674.76,10686.44,10546.21,7.96
23,2005-11-17,8.1,8.13,7.93,7.96,169051400,0.3722375444171327,8.087975088834266,6.599024911165736,7.771999999999993,7.621000000000002,7.3435000000000015,6.8172000000000015,5.482400000000001,7.806335819770871,7.806335819770871,7.806335819770871,7.806335819770871,7.806335819770871,0.323537096293168,0.284587200358827,0.2273962537585187,28.11473192493244,1333.3333333333337,4.188481675392674,70.89122929930465,-12.40875912408764,87.59124087591236,0.0195916208258422,-10143083.999999937,174122942.00000003,2005-11-17,17,3,321,46,0,2005,11,36.41,35.94,35.72,35.79,35.71000000000002,34.99499999999999,34.4848,1242.8,1231.21,1230.96,10720.22,10674.76,10640.1,7.97
24,2005-11-18,8.06,8.08,7.95,7.97,131240200,0.37978213976466,8.158064279529322,6.638935720470681,7.845999999999992,7.663000000000002,7.398500000000001,6.850000000000002,5.497900000000002,7.860890546513914,7.860890546513914,7.860890546513914,7.860890546513914,7.860890546513914,0.330304611986115,0.2937306826842846,0.2204393784900531,29.271120602686853,1333.3333333333333,5.562913907284767,71.05958092810253,-14.414414414414493,85.5855855855855,0.0200188207065219,1312401.999999972,144364219.99999994,2005-11-18,18,4,322,46,0,2005,11,36.54,36.41,35.94,35.88,35.831000000000024,35.12299999999999,34.517199999999995,1248.27,1242.8,1234.72,10766.33,10720.22,10686.04,8.02
25,2005-11-21,8.0,8.05,7.87,8.02,127927800,0.3923465170913309,8.233693034182664,6.664306965817341,7.931999999999991,7.721000000000002,7.449000000000002,6.883400000000002,5.513650000000002,7.913927031009276,7.913927031009276,7.913927031009276,7.913927031009276,7.913927031009276,0.3358312455120869,0.3021507952498451,0.2175508514550493,29.79747227596558,1333.3333333333337,7.795698924731171,71.93362721957214,-10.78431372549031,89.2156862745097,0.0192467056174887,6396389.999999978,129207077.99999996,2005-11-21,21,0,325,47,0,2005,11,36.62,36.54,36.41,35.88,35.956000000000024,35.227999999999994,34.5492,1254.85,1248.27,1233.76,10820.28,10766.33,10697.17,8.21
26,2005-11-22,8.0,8.24,7.96,8.21,135070600,0.4073418323976397,8.327683664795282,6.698316335204723,8.03599999999999,7.803000000000002,7.513000000000003,6.922200000000001,5.529750000000003,8.012618020672852,8.012618020672852,8.012618020672852,8.012618020672852,8.012618020672852,0.3514907874995332,0.3120187936997827,0.2220115049225458,30.82748170226626,1333.3333333333337,11.096075778078502,75.02089798533434,-3.124999999999934,96.87500000000009,0.0200696949791601,25663414.00000017,172890368.00000015,2005-11-22,22,1,326,47,0,2005,11,36.76,36.62,36.54,35.72,36.09400000000002,35.34649999999999,34.58579999999999,1261.23,1254.85,1229.01,10871.43,10820.28,10686.44,8.28
27,2005-11-23,8.26,8.39,8.23,8.28,121463300,0.4255213520525687,8.42604270410514,6.7239572958948655,8.08799999999999,7.889000000000001,7.575000000000003,6.965400000000001,5.546850000000003,8.101745347115234,8.101745347115234,8.101745347115234,8.101745347115234,8.101745347115234,0.3653381119911278,0.3226826573580518,0.2190106831423639,32.15166710280193,1333.3333333333337,11.590296495956864,76.06547938215353,-9.909909909910017,90.09009009009,0.0114306785482787,8502430.99999982,150614491.9999999,2005-11-23,23,2,327,47,0,2005,11,36.84,36.76,36.62,35.94,36.23800000000002,35.477999999999994,34.63179999999999,1265.61,1261.23,1231.21,10916.09,10871.43,10674.76,8.56
28,2005-11-25,8.35,8.58,8.33,8.56,98753200,0.4426225670276202,8.546245134055244,6.775754865944762,8.207999999999991,7.990000000000002,7.661000000000003,7.013400000000001,5.565450000000003,8.254496898076823,8.254496898076823,8.254496898076823,8.254496898076823,8.254496898076823,0.3943599404447573,0.3370181139753929,0.2247956343464808,33.78569631909504,1333.3333333333337,13.377483443708618,79.71891405140995,-1.538461538461506,98.4615384615385,0.0135658201861979,27650896.00000011,169855504.00000006,2005-11-25,25,4,329,47,0,2005,11,36.92,36.84,36.76,36.41,36.35100000000002,35.64799999999999,34.67979999999999,1268.25,1265.61,1242.8,10931.62,10916.09,10720.22,8.6
29,2005-11-28,8.73,8.77,8.53,8.6,254629900,0.4317589483423587,8.61851789668472,6.891482103315285,8.333999999999993,8.090000000000002,7.755000000000003,7.059000000000001,5.583400000000003,8.369664598717883,8.369664598717883,8.369664598717883,8.369664598717883,8.369664598717883,0.4157945930458089,0.3527734097894761,0.2258816604645893,35.64826730522517,1333.3333333333333,13.157894736842104,80.1842575017351,-11.409395973154362,88.59060402684563,0.0127819610711999,10185195.999999782,478704212.0,2005-11-28,28,0,332,48,0,2005,11,36.62,36.92,36.84,36.54,36.425000000000026,35.78999999999999,34.71759999999999,1257.46,1268.25,1248.27,10890.72,10931.62,10766.33,8.41
30,2005-11-29,8.64,8.68,8.31,8.41,222858300,0.4273787916812944,8.674757583362592,6.965242416637413,8.411999999999992,8.172,7.820000000000002,7.097200000000002,5.599350000000003,8.383109732478589,8.383109732478589,8.383109732478589,8.383109732478589,8.383109732478589,0.4126930292085049,0.3647573336732819,0.2361758275742615,36.028281061910604,1333.3333333333333,10.803689064558633,71.76153638132917,-24.16107382550333,75.83892617449666,0.0213001587554284,-42343076.99999989,289715789.99999994,2005-11-29,29,1,333,48,0,2005,11,36.44,36.62,36.92,36.62,36.48100000000002,35.89899999999999,34.75719999999999,1257.48,1257.46,1254.85,10888.16,10890.72,10820.28,8.37
31,2005-11-30,8.45,8.5,8.34,8.37,148918700,0.4087113896137667,8.700922779227536,7.066077220772469,8.443999999999992,8.240000000000002,7.883500000000002,7.133200000000001,5.613900000000002,8.378739821652394,8.378739821652394,8.378739821652394,8.378739821652394,8.378739821652394,0.4023690913962747,0.3722796852178804,0.2307346970332428,36.38115097883279,1333.3333333333333,8.842652795838736,70.09227427480688,-26.845637583892653,73.15436241610735,0.0204173363267603,-5956748.000000138,189126748.99999997,2005-11-30,30,2,334,48,0,2005,11,36.35,36.44,36.62,36.76,36.544000000000025,36.00449999999999,34.797999999999995,1249.48,1257.48,1261.23,10805.87,10888.16,10871.43,8.84
32,2005-12-01,8.51,8.85,8.49,8.84,203223300,0.4443383608775918,8.844176721755186,7.066823278244819,8.555999999999992,8.322000000000003,7.955500000000002,7.181400000000001,5.630300000000002,8.532493214434929,8.532493214434929,8.532493214434929,8.532493214434929,8.532493214434929,0.4271880108722046,0.3832613503487453,0.2485393615308684,37.4636714420102,1333.3333333333337,10.224438902743149,76.89352824452064,-0.7518796992481042,99.24812030075188,0.0312653306190795,95514951.00000012,292641551.9999999,2005-12-01,1,3,335,48,0,2005,12,37.03,36.35,36.44,36.84,36.65300000000003,36.12149999999999,34.85979999999999,1264.67,1249.48,1265.61,10912.57,10805.87,10916.09,8.97
33,2005-12-02,8.92,8.98,8.73,8.97,223940500,0.4916417180705736,9.005283436141148,7.038716563858855,8.637999999999991,8.423000000000004,8.022000000000002,7.2326000000000015,5.648050000000001,8.678328809623288,8.678328809623288,8.678328809623288,8.678328809623288,8.678328809623288,0.4521351641838631,0.3970361131157688,0.2486436928500921,38.70019195193884,1333.3333333333337,12.688442211055284,78.3594287723556,-0.6849315068493,99.3150684931507,0.0292744670268175,29112265.00000017,297840865.00000024,2005-12-02,2,4,336,48,0,2005,12,37.12,37.03,36.35,36.92,36.724000000000025,36.21699999999999,34.92099999999999,1265.08,1264.67,1268.25,10877.51,10912.57,10931.62,8.87
34,2005-12-05,8.88,8.95,8.83,8.87,145917800,0.5130774025940419,9.114154805188086,7.061845194811919,8.69199999999999,8.513000000000003,8.088000000000003,7.278600000000001,5.665600000000001,8.742219206415525,8.742219206415525,8.742219206415525,8.742219206415525,8.742219206415525,0.4585509092094195,0.409339072334499,0.2408834290750856,39.84838956830115,1333.3333333333337,11.29234629861982,74.44688912727081,-7.913669064748285,92.08633093525172,0.0307751890907413,-14591780.000000209,192611495.9999999,2005-12-05,5,0,339,49,0,2005,12,36.84,37.12,37.03,36.62,36.754000000000026,36.29249999999999,34.97459999999999,1262.09,1265.08,1257.46,10835.01,10877.51,10890.72,9.14
35,2005-12-06,9.13,9.24,9.05,9.14,214257400,0.5401763844484564,9.253352768896914,7.092647231103089,8.83799999999999,8.625000000000004,8.173000000000002,7.328400000000001,5.685000000000002,8.874812804277017,8.874812804277017,8.874812804277017,8.874812804277017,8.874812804277017,0.4798903002213599,0.4234493179118712,0.2501060412840081,41.39073119056458,1333.3333333333333,13.965087281795524,77.68643998696169,-6.896551724137906,93.10344827586208,0.0273151425821048,57849498.00000029,364237580.00000006,2005-12-06,6,1,340,49,0,2005,12,36.97,36.84,37.12,36.44,36.78900000000002,36.37249999999999,35.030599999999986,1263.7,1262.09,1257.48,10856.86,10835.01,10888.16,9.13
36,2005-12-07,9.16,9.19,9.03,9.13,169866200,0.5475015020407334,9.355003004081468,7.164996995918535,8.989999999999991,8.717000000000004,8.260000000000002,7.379000000000001,5.703400000000003,8.959875202851345,8.959875202851345,8.959875202851345,8.959875202851345,8.959875202851345,0.4903426401854567,0.4368279823665884,0.2436698954780075,42.69803081833236,1333.3333333333337,11.205846528623628,77.29558412840882,-8.02919708029193,91.97080291970808,0.0266236301725141,-1698661.9999999637,295567188.0000002,2005-12-07,7,2,341,49,0,2005,12,36.9,36.97,36.84,36.35,36.80300000000002,36.44849999999999,35.08679999999999,1257.37,1263.7,1249.48,10810.91,10856.86,10805.87,9.15
37,2005-12-08,9.04,9.16,8.96,9.15,197619800,0.544457963192961,9.435415926385923,7.257584073614081,9.051999999999992,8.804000000000006,8.346500000000002,7.4358,5.721700000000003,9.02325013523423,9.02325013523423,9.02325013523423,9.02325013523423,9.02325013523423,0.4945392867079192,0.4483702432348546,0.2405506172295783,43.46462572739551,1333.3333333333333,10.507246376811608,77.53898130393128,-6.56934306569342,93.43065693430658,0.0160218778713604,3952395.999999916,341882254.00000006,2005-12-08,8,3,342,49,0,2005,12,36.63,36.9,36.97,37.03,36.78200000000002,36.50999999999999,35.13759999999999,1255.84,1257.37,1264.67,10755.12,10810.91,10912.57,9.18
38,2005-12-09,9.16,9.21,9.05,9.18,138850600,0.5409407010988176,9.50988140219764,7.346118597802367,9.093999999999992,8.866000000000005,8.428000000000003,7.490200000000001,5.740150000000003,9.075500090156154,9.075500090156154,9.075500090156154,9.075500090156154,9.075500090156154,0.4945846446761397,0.4576131235231117,0.2347970017131799,44.27387099649274,1333.3333333333337,7.242990654205599,77.9213251870368,-4.379562043795657,95.62043795620434,0.0154562474295735,4165517.999999911,226326478.0,2005-12-09,9,4,343,49,0,2005,12,36.77,36.63,36.9,37.12,36.76700000000001,36.55899999999999,35.181999999999995,1259.37,1255.84,1265.08,10778.58,10755.12,10877.51,9.25
39,2005-12-12,9.24,9.3,9.2,9.25,131248600,0.5337895800682992,9.578079160136603,7.442920839863405,9.169999999999993,8.931000000000006,8.510500000000004,7.542800000000001,5.758700000000004,9.13366672677077,9.13366672677077,9.13366672677077,9.13366672677077,9.13366672677077,0.4945679348828538,0.4650040857950601,0.2265972158765243,45.19875835130775,1333.3333333333337,7.558139534883726,78.82699254722937,-3.7313432835821407,96.26865671641784,0.012661276076345,9187402.000000035,216560190.0000001,2005-12-12,12,0,346,50,0,2005,12,36.91,36.77,36.63,36.84,36.796000000000014,36.61049999999999,35.224599999999995,1260.43,1259.37,1262.09,10767.77,10778.58,10835.01,9.26
